"","Reading","Cinema","Show","Exhibition","Computer","Sport","Walking","Travelling","Collecting","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age","Marital status","Profession"
"3292","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"3293","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","F","(35,45]","Married","Foreman"
"3294","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Management"
"3295","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(45,55]","Divorcee","Management"
"3296","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(45,55]","Remarried","Employee"
"3297","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","M","(55,65]","Single","Management"
"3298","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","F","(55,65]","Married","Management"
"3299","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Technician"
"3300","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","F","(85,100]","Widower","Management"
"3301","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Management"
"3302","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Unskilled worker"
"3303","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","M","(25,35]","Remarried","Foreman"
"3304","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","F","[15,25]","Single","Employee"
"3305","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"3306","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","M","(35,45]","Divorcee","Employee"
"3307","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(75,85]","Widower","Employee"
"3308","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Foreman"
"3309","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","M","(35,45]","Divorcee","Manual labourer"
"3310","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(55,65]","Married","Employee"
"3311","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","M","(65,75]","Married","Manual labourer"
"3312","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","F","(55,65]","Widower","Management"
"3313","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(85,100]","Widower","Manual labourer"
"3314","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","F","(25,35]","Married","Employee"
"3315","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","F","(45,55]","Married","Unskilled worker"
"3316","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","M","(25,35]","Single","Technician"
"3317","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","M","(25,35]","Single","Foreman"
"3318","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","M","(35,45]","Single","Unskilled worker"
"3319","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Foreman"
"3320","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","(55,65]","Widower","Unskilled worker"
"3321","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(75,85]","Widower","Unskilled worker"
"3322","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Employee"
"3323","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","F","(45,55]","Married","Technician"
"3324","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","M","(55,65]","Married","Technician"
"3325","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","F","(25,35]","Married","Manual labourer"
"3326","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","M","(55,65]","Married","Management"
"3327","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"3328","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","F","(25,35]","Single","Employee"
"3329","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","F","(25,35]","Married","Unskilled worker"
"3330","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","M","(25,35]","Single","Foreman"
"3331","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","M","(45,55]","Married","Management"
"3332","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","M","(55,65]","Married","Manual labourer"
"3333","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"3334","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","M","(35,45]","Remarried","Manual labourer"
"3335","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","F","(75,85]","Widower","Employee"
"3336","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","F","(25,35]","Single","Foreman"
"3337","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Divorcee","Employee"
"3338","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","M","(55,65]","Married","Foreman"
"3339","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","F","(55,65]","Divorcee","Employee"
"3340","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","M","(35,45]","Married","Technician"
"3341","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Divorcee","Foreman"
"3342","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","F","(45,55]","Married","Unskilled worker"
"3343","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Foreman"
"3344","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","(35,45]","Divorcee","Employee"
"3345","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","F","(25,35]","Single","Employee"
"3346","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","F","[15,25]","Married","Employee"
"3347","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","M","(75,85]","Widower","Technician"
"3348","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(35,45]","Divorcee","Employee"
"3349","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","F","(25,35]","Married","Employee"
"3350","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","F","(55,65]","Remarried","Employee"
"3351","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","F","(65,75]","Widower","Employee"
"3352","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(55,65]","Widower","Employee"
"3353","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Widower","Unskilled worker"
"3354","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(45,55]","Widower","Unskilled worker"
"3355","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(25,35]","Married","Foreman"
"3356","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","F","(65,75]","Divorcee","Technician"
"3357","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","F","(35,45]","Remarried","Employee"
"3358","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","M","[15,25]","Single","Employee"
"3359","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","F","(35,45]","Single","Employee"
"3360","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","F","[15,25]","Married","Employee"
"3361","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","F","(25,35]","Single","Employee"
"3362","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","M","(35,45]","Single","Manual labourer"
"3363","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","F","(45,55]","Married","Employee"
"3364","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","F","(25,35]","Married","Employee"
"3365","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(65,75]","Widower","Employee"
"3366","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","F","(75,85]","Widower","Employee"
"3367","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","F","(65,75]","Remarried","Manual labourer"
"3368","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","M","(35,45]","Married","Management"
"3369","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","M","(75,85]","Widower","Other"
"3370","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(45,55]","Remarried","Employee"
"3371","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Divorcee","Manual labourer"
"3372","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(75,85]","Remarried","Other"
"3373","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","M","(45,55]","Married","Management"
"3374","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","F","(25,35]","Married","Management"
"3375","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","F","(55,65]","Single","Foreman"
"3376","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","F","(35,45]","Married","Employee"
"3377","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(25,35]","Married","Unskilled worker"
"3378","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(65,75]","Married","Employee"
"3379","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","M","(25,35]","Single","Unskilled worker"
"3380","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"3381","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","M","(55,65]","Married","Employee"
"3382","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","M","(35,45]","Married","Manual labourer"
"3383","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","F","[15,25]","Single","Foreman"
"3384","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Single","Unskilled worker"
"3385","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","F","(75,85]","Married","Management"
"3386","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(55,65]","Married","Unskilled worker"
"3387","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","M","(45,55]","Single","Employee"
"3388","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","F","(75,85]","Widower","Foreman"
"3389","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","M","(35,45]","Married","Manual labourer"
"3390","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","M","(35,45]","Single","Technician"
"3391","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","M","(35,45]","Divorcee","Manual labourer"
"3392","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(75,85]","Married","Foreman"
"3393","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(25,35]","Divorcee","Manual labourer"
"3394","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","F","(65,75]","Remarried","Employee"
"3395","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","F","(45,55]","Married","Employee"
"3396","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","F","(55,65]","Single","Management"
"3397","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Married","Technician"
"3398","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","M","(35,45]","Married","Manual labourer"
"3399","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","F","(45,55]","Remarried","Management"
"3400","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","M","(45,55]","Married","Manual labourer"
"3401","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","F","(25,35]","Single","Employee"
"3402","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","M","(35,45]","Divorcee","Manual labourer"
"3403","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","F","(45,55]","Remarried","Employee"
"3404","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","F","(75,85]","Widower","Employee"
"3405","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","M","(25,35]","Single","Manual labourer"
"3406","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Manual labourer"
"3407","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Manual labourer"
"3408","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","M","(45,55]","Married","Manual labourer"
"3409","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","M","(35,45]","Remarried","Management"
"3410","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","F","(55,65]","Remarried","Employee"
"3411","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","F","(55,65]","Married","Foreman"
"3412","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(45,55]","Married","Management"
"3413","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","F","(75,85]","Married","Employee"
"3414","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","No","F","(35,45]","Married","Unskilled worker"
"3415","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","M","[15,25]","Single","Manual labourer"
"3416","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","F","(55,65]","Divorcee","Management"
"3417","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"3418","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","M","(35,45]","Married","Foreman"
"3419","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Married","Employee"
"3420","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","F","(45,55]","Divorcee","Technician"
"3421","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","F","(35,45]","Married","Management"
"3422","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","F","(45,55]","Divorcee","Employee"
"3423","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","F","(35,45]","Widower","Employee"
"3424","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","M","(25,35]","Single","Foreman"
"3425","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","M","(35,45]","Single","Technician"
"3426","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","F","(45,55]","Single","Management"
